Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
32S1329,430998,430603,2,2016-02-28,18:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,14
32S1488,430429,430997,2,2016-02-28,19:45:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,27
32S1488,430429,430997,2,2016-02-28,19:45:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,5
32S1796,439308,426154,2,2016-02-28,23:48:00,B,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Male,17
32S1276,426139,437275,2,2016-02-28,17:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Minibus (8 – 16 passenger seats),Driver,Slight,Male,47
32S1329,430998,430603,2,2016-02-28,18:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,11
32T1533,421952,436533,2,2016-02-29,20:59:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,49
32T1533,421952,436533,2,2016-02-29,20:59:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,25
32T0243,428027,426413,3,2016-02-29,08:25:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,53
32T1043,430436,430787,2,2016-02-29,16:30:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,31
32T0862,424772,435869,2,2016-02-29,14:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,16
32T0646,427933,426301,2,2016-02-29,13:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,48
32T1423,424776,434078,2,2016-02-29,19:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
3130805,428943,433430,2,2016-03-01,16:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,39
3130805,428943,433430,2,2016-03-01,16:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,39
3130786,433130,436116,2,2016-03-01,15:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Male,8
3130786,433130,436116,2,2016-03-01,15:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,30
3130769,440619,446100,1,2016-03-01,15:43:00,A(M),Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Driver,Slight,Female,47
3130532,427651,433421,1,2016-03-01,12:52:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Taxi/Private hire car,Pedestrian,Slight,Female,18
3130444,429147,431999,2,2016-03-01,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle over 500cc,Driver,Slight,Male,53
3130442,435325,433760,5,2016-03-01,11:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,28
3130442,435325,433760,5,2016-03-01,11:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,21
3130442,435325,433760,5,2016-03-01,11:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,35
3130885,431884,435070,1,2016-03-01,16:50:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,42
3231235,429109,433552,2,2016-03-02,16:20:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,32
3230777,426013,433936,1,2016-03-02,12:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,86
3230884,422305,443629,2,2016-03-02,09:20:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,24
3230848,420428,440372,3,2016-03-02,15:07:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Male,42
3230848,420428,440372,3,2016-03-02,15:07:00,A,Dry,Daylight: Street lights present,Unknown,Car,Passenger,Serious,Female,83
3230848,420428,440372,3,2016-03-02,15:07:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,80
3240312,431583,429064,2,2016-03-02,08:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,30
3230666,439049,426668,1,2016-03-02,13:21:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,24
3231217,432844,434994,2,2016-03-02,15:13:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Male,77
3230901,419911,445189,1,2016-03-02,11:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,86
3230659,429466,427604,2,2016-03-02,13:06:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,48
3230661,429373,433781,3,2016-03-02,13:19:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,47
3230659,429466,427604,2,2016-03-02,13:06:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,28
3231158,431027,430577,3,2016-03-02,17:47:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,41
3330227,424691,434962,1,2016-03-03,07:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,11
3331696,433053,433994,2,2016-03-03,21:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,60
3331766,425730,442965,3,2016-03-03,22:24:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,21
3340675,431658,440509,2,2016-03-03,14:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
3430626,432030,428493,3,2016-03-04,11:54:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,53
3431102,433218,436344,1,2016-03-04,16:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,24
3530284,429206,434164,2,2016-03-05,08:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
3530276,430678,432563,3,2016-03-05,08:49:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,26
3530234,427938,435723,2,2016-03-05,08:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,34
3530224,432780,439332,2,2016-03-05,08:23:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,59
3531200,428519,430746,1,2016-03-05,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,11
3531853,430606,434564,2,2016-03-05,23:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,24
3531412,430358,433916,2,2016-03-05,18:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,43
3531244,415910,442022,2,2016-03-05,17:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
3530987,427273,433085,1,2016-03-05,15:44:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,38
3530224,432780,439332,2,2016-03-05,08:23:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,52
3631784,430062,433712,2,2016-03-06,05:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Female,21
3631506,428311,435077,2,2016-03-06,20:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
3631374,429386,435421,2,2016-03-06,19:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,21
3631326,430072,433369,1,2016-03-06,12:20:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Bus or coach (17 or more passenger seats),Passenger,Slight,Male,4
3631313,431470,435116,1,2016-03-06,18:47:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,75
3731246,435544,438371,2,2016-03-07,17:12:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,64
3730942,425708,435406,2,2016-03-07,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,32
3731431,429980,430876,2,2016-03-07,18:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Mobility Scooter,Driver,Slight,Male,37
3731308,421928,441435,2,2016-03-07,17:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
3710905,432942,440210,2,2016-03-07,14:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,16
3730711,427891,436195,2,2016-03-07,11:53:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,29
3731246,435544,438371,2,2016-03-07,17:12:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,76
3831111,427957,433622,2,2016-03-08,15:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Male,53
3830729,427485,434593,2,2016-03-08,13:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
3830335,435875,426021,2,2016-03-08,08:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,54
3830291,431692,441552,1,2016-03-08,07:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,27
3830263,428872,432496,2,2016-03-08,06:55:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,47
3831228,420750,445646,1,2016-03-08,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,36
3930957,431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,4
3930839,422424,432775,3,2016-03-09,13:05:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Serious,Male,64
3930957,431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,53
3930957,431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,38
3930957,431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,12
3930957,431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,25
3930957,431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,41
3930215,431514,438536,2,2016-03-09,02:35:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,22
3931321,427519,435875,2,2016-03-09,15:30:00,B,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,27
3931892,428750,434077,2,2016-03-09,23:50:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,22
3A30201,431535,426379,2,2016-03-10,07:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,8
3A40325,437575,433215,2,2016-03-10,16:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,30
3A31485,427600,436795,2,2016-03-10,19:11:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,36
3A31453,424506,434441,2,2016-03-10,17:45:00,B,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,38
3A31406,436137,427930,2,2016-03-10,05:00:00,A,Dry,Darkness: Street lighting unknown,Unknown,Car,Driver,Slight,Male,28
3A30995,429862,433797,1,2016-03-10,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Pedestrian,Serious,Male,21
3A30237,425707,435410,2,2016-03-10,08:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,19
3A30201,431535,426379,2,2016-03-10,07:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
3B31258,427420,434987,2,2016-03-11,17:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,33
3B30992,430458,431163,1,2016-03-11,15:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,13
3B31302,430940,433494,2,2016-03-11,17:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Unknown,Car,Driver,Slight,Male,39
3B31302,430940,433494,2,2016-03-11,17:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Unknown,Car,Passenger,Slight,Male,7
3B31024,433423,437240,4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,8
3B31302,430940,433494,2,2016-03-11,17:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Unknown,Car,Passenger,Slight,Male,22
3B31024,433423,437240,4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,62
3B30392,441055,432040,2,2016-03-11,09:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,81
3B30341,431491,435123,1,2016-03-11,09:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,24
3B31234,428294,432863,2,2016-03-11,16:57:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,44
3B31024,433423,437240,4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,6
3B31024,433423,437240,4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,46
3B30392,441055,432040,2,2016-03-11,09:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Female,77
3B31108,431724,428501,1,2016-03-11,15:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,10
3B31024,433423,437240,4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,26
3C30010,430249,433229,1,2016-03-12,00:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Male,23
3C31059,430714,434646,2,2016-03-12,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
3C31145,430235,425114,2,2016-03-12,16:05:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,32
3C31947,440628,448612,1,2016-03-12,23:21:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Pedestrian,Slight,Male,25
33D0994,427836,436303,1,2016-03-13,14:20:00,A,Dry,Daylight: Street lights present,Unknown,Car,Pedestrian,Slight,Male,67
33D0462,429430,433469,1,2016-03-13,09:00:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Car,Pedestrian,Slight,Female,31
33D1710,431263,426519,1,2016-03-13,21:40:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Serious,Male,22
33D1154,428112,426644,2,2016-03-13,16:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,71
33E1272,436158,434596,2,2016-03-14,17:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,46
33F0485,439979,432382,1,2016-03-15,10:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,53
33F1251,429920,438507,2,2016-03-15,17:55:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,70
33F0880,443502,438355,3,2016-03-15,14:48:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,41
33F1157,429023,432295,2,2016-03-15,17:12:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,30
33G0274,429589,436620,1,2016-03-16,08:50:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,7
33G0432,431885,430498,2,2016-03-16,10:40:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,33
33G0992,426122,439160,2,2016-03-16,16:04:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Serious,Male,47
33H0479,436095,434775,2,2016-03-16,16:30:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Pedal cycle,Driver,Slight,Male,30
33G0432,431885,430498,2,2016-03-16,10:40:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,54
33U0574,430377,433523,1,2016-03-17,12:10:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Bus or coach (17 or more passenger seats),Pedestrian,Slight,Male,32
33H0332,432052,436201,3,2016-03-17,09:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,62
33H0332,432052,436201,3,2016-03-17,09:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,53
33H0345,435440,435683,2,2016-03-17,15:00:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Pedal cycle,Driver,Slight,Male,12
33H1024,426098,428271,2,2016-03-17,16:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,36
33I1529,434622,435681,2,2016-03-18,20:25:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,37
33I0967,431243,429712,2,2016-03-18,15:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,24
33I0926,420025,434134,2,2016-03-18,15:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,51
33I1052,424662,433596,2,2016-03-18,16:15:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,22
33J0282,442405,442611,2,2016-03-19,04:40:00,A(M),Dry,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Female,22
33J0282,442405,442611,2,2016-03-19,04:40:00,A(M),Dry,Darkness: No street lighting,Fine without high winds,Car,Passenger,Serious,Female,20
33J0779,437724,425283,2,2016-03-19,12:02:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,34
33J0779,437724,425283,2,2016-03-19,12:02:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,65
33J0896,431959,438903,2,2016-03-19,14:16:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,63
33K1466,427297,433633,2,2016-03-20,19:29:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,18
33K1104,431348,434957,3,2016-03-20,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,8
33K1104,431348,434957,3,2016-03-20,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,7
33K1104,431348,434957,3,2016-03-20,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,43
33K1104,431348,434957,3,2016-03-20,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,5
33K1104,431348,434957,3,2016-03-20,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,31
33K0934,429512,430284,2,2016-03-20,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,79
33K0934,429512,430284,2,2016-03-20,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,19
33K0914,437162,425798,1,2016-03-20,14:30:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,18
33K0810,428922,433430,2,2016-03-20,12:00:00,A,Dry,Daylight: Street lights present,Unknown,Taxi/Private hire car,Passenger,Slight,Female,28
33K0386,426848,438045,2,2016-03-20,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,45
33K0934,429512,430284,2,2016-03-20,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,79
33L0014,427552,426312,2,2016-03-21,00:40:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,45
33L0442,430264,433752,1,2016-03-21,10:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,57
33M0196,426230,431902,2,2016-03-22,07:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,39
33M1474,429914,432852,1,2016-03-22,20:05:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,22
33M1252,430107,432823,2,2016-03-22,18:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,18
33N0519,430551,432342,3,2016-03-23,12:07:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,37
33N0965,433604,432074,1,2016-03-23,17:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Serious,Male,43
33T1529,422029,434379,2,2016-03-24,17:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,24
33O1560,433008,437096,2,2016-03-24,20:45:00,Unclassified,Dry,Darkness: Street lighting unknown,Unknown,Pedal cycle,Driver,Slight,Male,15
33P0429,443249,439304,4,2016-03-25,10:00:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,7
33P0657,443638,436915,4,2016-03-25,12:20:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,27
33P0657,443638,436915,4,2016-03-25,12:20:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,23
33P0429,443249,439304,4,2016-03-25,10:00:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,13
33P0429,443249,439304,4,2016-03-25,10:00:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,37
33P0429,443249,439304,4,2016-03-25,10:00:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,47
33P0657,443638,436915,4,2016-03-25,12:20:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,64
33P0657,443638,436915,4,2016-03-25,12:20:00,A(M),Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,34
33P0920,426190,427439,2,2016-03-25,14:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,25
33P1048,415290,441400,1,2016-03-25,15:55:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Serious,Male,67
33P1342,424090,428105,2,2016-03-25,18:00:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
33Q1029,437868,433015,1,2016-03-26,10:29:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,30
33Q1107,430069,433848,1,2016-03-26,13:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,20
33Q1208,427094,430502,1,2016-03-26,17:24:00,Motorway,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,55
33Q0648,429574,435901,1,2016-03-26,10:55:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,46
33R1689,427000,433450,1,2016-03-27,23:49:00,Unclassified,Dry,Darkness: Street lighting unknown,Unknown,Car,Pedestrian,Slight,Female,28
33R0453,426503,433764,2,2016-03-27,10:19:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,25
33R1689,427000,433450,1,2016-03-27,23:49:00,Unclassified,Dry,Darkness: Street lighting unknown,Unknown,Car,Pedestrian,Slight,Male,58
33R1046,431779,430478,1,2016-03-27,18:00:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,21
33R0913,427769,434959,3,2016-03-27,17:10:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Passenger,Slight,Female,19
33R0873,432133,435320,1,2016-03-27,16:08:00,B,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Serious,Female,11
33S0584,424482,438585,2,2016-03-28,12:04:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,21
33S0639,436098,434792,2,2016-03-28,11:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,18
33S0525,423018,437664,2,2016-03-28,11:24:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,68
33S0525,423018,437664,2,2016-03-28,11:24:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
33S0639,436098,434792,2,2016-03-28,11:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,55
33T0242,431434,431611,2,2016-03-29,07:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,46
33T0242,431434,431611,2,2016-03-29,07:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,43
33T0645,426297,438088,2,2016-03-29,12:47:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,6
