Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
33T1050,429167,432418,2,2016-03-29,16:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,25
33T1515,428979,430936,2,2016-03-29,20:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,3
33T1751,430759,434644,1,2016-03-29,17:51:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,30
33U1075,430605,434565,2,2016-03-30,17:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,28
33U0291,436726,428266,2,2016-03-30,16:04:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,44
33U0243,431493,433975,3,2016-03-30,08:18:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,25
33U1075,430605,434565,2,2016-03-30,17:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Male,29
33U0563,432391,437597,2,2016-03-30,12:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,17
33U0563,432391,437597,2,2016-03-30,12:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,35
33U1123,443972,434035,2,2016-03-30,17:57:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,22
33U1271,426881,433439,2,2016-03-30,19:13:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,33
33U1748,429655,423722,1,2016-03-30,23:45:00,Unclassified,Dry,Darkness: No street lighting,Fine without high winds,Car,Passenger,Slight,Male,19
33U0825,427560,427911,1,2016-03-30,20:54:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,67
33U0931,426497,427233,1,2016-03-30,16:20:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,50
33U0964,425155,429000,2,2016-03-30,16:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,19
33V1001,429469,435450,2,2016-03-30,16:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,5
33U0531,430713,439027,2,2016-03-30,12:13:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,35
33V0210,441011,447922,2,2016-03-31,06:14:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Driver,Slight,Male,59
33V0429,426590,427077,2,2016-03-31,10:45:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,45
33V0846,430652,434727,2,2016-03-31,18:45:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,25
33V0846,430652,434727,2,2016-03-31,18:45:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,17
33V1161,432934,440174,2,2016-03-31,17:04:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,47
33V1409,426284,435585,2,2016-03-31,19:06:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,44
33V1367,427312,433869,1,2016-03-31,18:48:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,8
33V1546,434601,434498,1,2016-03-31,20:16:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Pedestrian,Slight,Female,17
33V1759,424685,433597,1,2016-03-31,21:55:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,18
33V1357,424741,437826,1,2016-03-31,18:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,57
3140730,443157,448516,1,2016-04-01,14:13:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,58
3141054,431210,439310,2,2016-04-01,17:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,29
3141054,431210,439310,2,2016-04-01,17:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Taxi/Private hire car,Driver,Slight,Male,33
3140260,422045,434280,2,2016-04-01,17:30:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Slight,Male,26
3241773,429146,433505,3,2016-04-02,23:05:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,23
3240129,429514,433793,1,2016-04-02,04:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Taxi/Private hire car,Passenger,Slight,Female,19
3240129,429514,433793,1,2016-04-02,04:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Taxi/Private hire car,Pedestrian,Serious,Male,20
3241275,432823,435217,2,2016-04-02,18:04:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,8
3241773,429146,433505,3,2016-04-02,23:05:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,31
3340376,426173,427426,2,2016-04-03,09:34:00,Unclassified,Frost/Ice,Daylight: Street lights present,Snowing without high winds,Car,Passenger,Slight,Male,2
34A1160,427197,429556,2,2016-04-04,12:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Mobility Scooter,Driver,Slight,Female,82
3440406,427242,433519,1,2016-04-04,10:34:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Pedestrian,Slight,Male,9
3440994,439186,446061,1,2016-04-04,15:45:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,55
3440797,432253,438849,1,2016-04-04,14:18:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,62
3440714,435860,436384,2,2016-04-04,12:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,45
3540209,435565,425884,3,2016-04-05,07:38:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,22
3540268,428067,426542,2,2016-04-05,08:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,32
3540271,435021,436216,2,2016-04-05,08:42:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,14
3541105,428424,428709,3,2016-04-05,16:38:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Slight,Male,37
3541510,436808,436502,1,2016-04-05,18:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,6
3641376,431660,435164,3,2016-04-06,19:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,6
3641376,431660,435164,3,2016-04-06,19:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,30
3641152,425911,440158,2,2016-04-06,16:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,1
3640976,428821,430360,2,2016-04-06,15:13:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,65
3640741,427793,434427,2,2016-04-06,12:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,29
3640635,429412,433945,2,2016-04-06,11:42:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,32
3641152,425911,440158,2,2016-04-06,16:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,18
3640741,427793,434427,2,2016-04-06,12:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,36
3740733,430413,433768,1,2016-04-07,13:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Pedestrian,Serious,Female,55
3741261,420046,434144,2,2016-04-07,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,12
3740288,422126,446010,3,2016-04-07,08:25:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,53
3740214,429334,435000,2,2016-04-07,06:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,28
3741674,432025,435306,1,2016-04-07,18:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,30
3741226,429999,434154,2,2016-04-07,17:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,7
3740733,430413,433768,1,2016-04-07,13:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,21
3741226,429999,434154,2,2016-04-07,17:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,8
3741226,429999,434154,2,2016-04-07,17:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,33
3810604,431965,435818,2,2016-04-08,11:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
3840846,433898,434034,2,2016-04-08,14:10:00,B,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,44
3840919,426991,427914,2,2016-04-08,12:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,38
3840919,426991,427914,2,2016-04-08,12:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,37
3841523,434120,433913,2,2016-04-08,19:57:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,44
3841523,434120,433913,2,2016-04-08,19:57:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,18
3941118,437762,432564,2,2016-04-09,16:30:00,Motorway,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,21
3941184,431919,435708,2,2016-04-09,11:07:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,28
3941118,437762,432564,2,2016-04-09,16:30:00,Motorway,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,42
3940520,423345,444486,2,2016-04-09,10:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,66
3941118,437762,432564,2,2016-04-09,16:30:00,Motorway,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,42
3941118,437762,432564,2,2016-04-09,16:30:00,Motorway,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,28
3940520,423345,444486,2,2016-04-09,10:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Female,60
3940520,423345,444486,2,2016-04-09,10:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,21
3940394,428526,432685,2,2016-04-09,08:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,34
3A41340,432221,433184,1,2016-04-10,18:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Passenger,Slight,Male,17
3A51032,429720,433371,1,2016-04-10,17:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,41
3A40735,432794,434287,1,2016-04-10,13:07:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Passenger,Slight,Male,20
3A40219,439316,432380,2,2016-04-10,07:48:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,23
3CD0365,420250,434003,1,2016-04-11,08:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,9
3B42296,438484,436400,3,2016-04-11,23:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,39
3B42296,438484,436400,3,2016-04-11,23:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,32
3B42162,429941,425134,2,2016-04-11,22:44:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,23
3B41240,419520,441505,1,2016-04-11,17:08:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,87
3B41069,426798,426674,2,2016-04-11,06:10:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
3B42296,438484,436400,3,2016-04-11,23:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,-1
3B40563,440773,433630,1,2016-04-11,11:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,54
3C41498,436776,443749,1,2016-04-12,19:25:00,A,Dry,Darkness: No street lighting,Fine without high winds,Car,Passenger,Slight,Male,18
3C41220,432240,426274,2,2016-04-12,16:10:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,30
3C41203,430759,439910,2,2016-04-12,16:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,1
3C40351,425431,434306,4,2016-04-12,04:51:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Driver,Serious,Male,41
3C40794,435025,434969,2,2016-04-12,12:51:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,51
3C40865,432213,434656,2,2016-04-12,13:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,47
3C40865,432213,434656,2,2016-04-12,13:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,39
3C41220,432240,426274,2,2016-04-12,16:10:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,57
3C41053,435737,436946,2,2016-04-12,15:26:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,25
3C41053,435737,436946,2,2016-04-12,15:26:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,69
3C41053,435737,436946,2,2016-04-12,15:26:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,48
3C41203,430759,439910,2,2016-04-12,16:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,25
3C41203,430759,439910,2,2016-04-12,16:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,25
3B41326,430398,427022,1,2016-04-12,17:25:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,62
3C40941,431470,433501,1,2016-04-12,14:22:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,8
3C40794,435025,434969,2,2016-04-12,12:51:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,25
34G0900,427326,437199,2,2016-04-13,21:10:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Female,33
34D1127,437276,429647,3,2016-04-13,17:13:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,50
34E0509,431961,427789,2,2016-04-14,11:02:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,41
34E1023,426238,435587,2,2016-04-14,15:50:00,B,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,57
34F1211,422477,432955,2,2016-04-15,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,20
34F1211,422477,432955,2,2016-04-15,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,46
34F1569,430129,438264,2,2016-04-15,20:55:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,65
34F0355,430638,432638,4,2016-04-15,09:48:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,58
34F0267,432867,432388,2,2016-04-15,08:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,41
34F1569,430129,438264,2,2016-04-15,20:55:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,39
